date,home_team,away_team,actual,predicted,correct,tier,consensus,h_prob,d_prob,a_prob,train_season,test_season
2024-11-30,West Ham,Arsenal,away_win,away_win,True,SNIPER,3,0.1436,0.1616,0.6948,2023/24,2024/25
2024-12-01,Liverpool,Man City,home_win,away_win,False,HOLD,3,0.3018,0.2616,0.4366,2023/24,2024/25
2024-12-01,Tottenham,Fulham,draw,home_win,False,HOLD,3,0.509,0.2122,0.2788,2023/24,2024/25
2024-12-01,Man United,Everton,home_win,home_win,True,HOLD,3,0.466,0.2513,0.2828,2023/24,2024/25
2024-12-01,Chelsea,Aston Villa,home_win,home_win,True,HOLD,3,0.4711,0.1997,0.3292,2023/24,2024/25
2024-12-03,Ipswich,Crystal Palace,away_win,home_win,False,HOLD,3,0.3635,0.3304,0.3061,2023/24,2024/25
2024-12-03,Leicester,West Ham,home_win,home_win,True,HOLD,3,0.433,0.2445,0.3224,2023/24,2024/25
2024-12-04,Arsenal,Man United,home_win,home_win,True,SNIPER,3,0.6875,0.1815,0.1309,2023/24,2024/25
2024-12-04,Southampton,Chelsea,away_win,draw,False,SKIP,1,0.3252,0.3414,0.3334,2023/24,2024/25
2024-12-04,Aston Villa,Brentford,home_win,home_win,True,SNIPER,3,0.5575,0.2043,0.2382,2023/24,2024/25
2024-12-04,Man City,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.7691,0.1551,0.0759,2023/24,2024/25
2024-12-04,Everton,Wolves,home_win,home_win,True,HOLD,3,0.4398,0.2579,0.3023,2023/24,2024/25
2024-12-04,Newcastle,Liverpool,draw,away_win,False,HOLD,3,0.3011,0.2201,0.4789,2023/24,2024/25
2024-12-05,Fulham,Brighton,home_win,home_win,True,HOLD,3,0.4441,0.2315,0.3244,2023/24,2024/25
2024-12-05,Bournemouth,Tottenham,home_win,away_win,False,SKIP,2,0.3145,0.2615,0.424,2023/24,2024/25
2024-12-07,Aston Villa,Southampton,home_win,home_win,True,HOLD,3,0.4494,0.2445,0.3061,2023/24,2024/25
2024-12-07,Brentford,Newcastle,home_win,away_win,False,HOLD,3,0.2935,0.2201,0.4864,2023/24,2024/25
2024-12-07,Crystal Palace,Man City,draw,away_win,False,SNIPER,3,0.1855,0.193,0.6215,2023/24,2024/25
2024-12-07,Man United,Nott'm Forest,away_win,home_win,False,SNIPER,3,0.5338,0.223,0.2432,2023/24,2024/25
2024-12-08,Tottenham,Chelsea,away_win,away_win,True,SKIP,2,0.3391,0.3205,0.3405,2023/24,2024/25
2024-12-08,Leicester,Brighton,draw,home_win,False,HOLD,3,0.4441,0.2445,0.3114,2023/24,2024/25
2024-12-08,Fulham,Arsenal,draw,away_win,False,SNIPER,3,0.154,0.1867,0.6593,2023/24,2024/25
2024-12-08,Ipswich,Bournemouth,away_win,home_win,False,HOLD,3,0.4347,0.2445,0.3207,2023/24,2024/25
2024-12-09,West Ham,Wolves,home_win,home_win,True,HOLD,3,0.4601,0.2188,0.3211,2023/24,2024/25
2024-12-14,Arsenal,Everton,draw,home_win,False,SNIPER,3,0.6966,0.1964,0.1069,2023/24,2024/25
2024-12-14,Liverpool,Fulham,draw,home_win,False,HOLD,3,0.6432,0.1935,0.1632,2023/24,2024/25
2024-12-14,Newcastle,Leicester,home_win,home_win,True,HOLD,3,0.4398,0.2445,0.3157,2023/24,2024/25
2024-12-14,Wolves,Ipswich,away_win,draw,False,SKIP,1,0.3266,0.3669,0.3065,2023/24,2024/25
2024-12-14,Nott'm Forest,Aston Villa,home_win,away_win,False,HOLD,3,0.277,0.2079,0.5151,2023/24,2024/25
2024-12-15,Brighton,Crystal Palace,away_win,away_win,True,HOLD,3,0.2921,0.3529,0.3549,2023/24,2024/25
2024-12-15,Man City,Man United,away_win,home_win,False,SNIPER,3,0.692,0.1779,0.1301,2023/24,2024/25
2024-12-15,Chelsea,Brentford,home_win,home_win,True,SNIPER,3,0.5844,0.199,0.2166,2023/24,2024/25
2024-12-15,Southampton,Tottenham,away_win,home_win,False,HOLD,3,0.3509,0.3424,0.3066,2023/24,2024/25
2024-12-16,Bournemouth,West Ham,draw,home_win,False,HOLD,3,0.401,0.284,0.3151,2023/24,2024/25
2024-12-21,Crystal Palace,Arsenal,away_win,away_win,True,SNIPER,3,0.1866,0.1963,0.6171,2023/24,2024/25
2024-12-21,Ipswich,Newcastle,away_win,home_win,False,HOLD,3,0.3517,0.3417,0.3066,2023/24,2024/25
2024-12-21,West Ham,Brighton,draw,home_win,False,SKIP,2,0.3911,0.2898,0.3191,2023/24,2024/25
2024-12-21,Brentford,Nott'm Forest,away_win,home_win,False,HOLD,3,0.4599,0.2244,0.3157,2023/24,2024/25
2024-12-21,Aston Villa,Man City,home_win,away_win,False,SNIPER,3,0.211,0.1874,0.6016,2023/24,2024/25
2024-12-22,Everton,Chelsea,draw,away_win,False,HOLD,3,0.2887,0.2469,0.4644,2023/24,2024/25
2024-12-22,Fulham,Southampton,draw,home_win,False,HOLD,3,0.3601,0.3336,0.3063,2023/24,2024/25
2024-12-22,Leicester,Wolves,away_win,home_win,False,HOLD,3,0.4531,0.2445,0.3023,2023/24,2024/25
2024-12-22,Man United,Bournemouth,away_win,home_win,False,HOLD,3,0.4896,0.2233,0.287,2023/24,2024/25
2024-12-22,Tottenham,Liverpool,away_win,away_win,True,HOLD,3,0.2791,0.2227,0.4982,2023/24,2024/25
2024-12-26,Liverpool,Leicester,home_win,home_win,True,SNIPER,3,0.4857,0.2445,0.2698,2023/24,2024/25
2024-12-26,Wolves,Man United,home_win,away_win,False,HOLD,3,0.3128,0.2505,0.4367,2023/24,2024/25
2024-12-26,Southampton,West Ham,away_win,home_win,False,HOLD,3,0.433,0.2445,0.3224,2023/24,2024/25
2024-12-26,Nott'm Forest,Tottenham,home_win,away_win,False,HOLD,3,0.2878,0.2157,0.4965,2023/24,2024/25
2024-12-26,Chelsea,Fulham,away_win,home_win,False,HOLD,3,0.5521,0.2049,0.243,2023/24,2024/25
2024-12-26,Bournemouth,Crystal Palace,draw,away_win,False,SKIP,2,0.3075,0.3329,0.3596,2023/24,2024/25
2024-12-26,Man City,Everton,draw,home_win,False,SNIPER,3,0.7032,0.191,0.1058,2023/24,2024/25
2024-12-26,Newcastle,Aston Villa,home_win,home_win,True,HOLD,3,0.4516,0.2096,0.3388,2023/24,2024/25
2024-12-27,Brighton,Brentford,draw,home_win,False,HOLD,3,0.3927,0.2989,0.3083,2023/24,2024/25
2024-12-27,Arsenal,Ipswich,home_win,home_win,True,SNIPER,3,0.5076,0.2445,0.2479,2023/24,2024/25
2024-12-29,Tottenham,Wolves,draw,home_win,False,SNIPER,3,0.5615,0.2067,0.2317,2023/24,2024/25
2024-12-29,West Ham,Liverpool,away_win,away_win,True,SNIPER,3,0.2092,0.1812,0.6096,2023/24,2024/25
2024-12-29,Fulham,Bournemouth,draw,home_win,False,HOLD,3,0.4412,0.2256,0.3332,2023/24,2024/25
2024-12-29,Leicester,Man City,away_win,away_win,True,SKIP,2,0.3099,0.2445,0.4456,2023/24,2024/25
2024-12-29,Crystal Palace,Southampton,home_win,home_win,True,HOLD,3,0.4336,0.2445,0.3219,2023/24,2024/25
2024-12-29,Everton,Nott'm Forest,away_win,home_win,False,HOLD,3,0.4534,0.2552,0.2913,2023/24,2024/25
2024-12-30,Aston Villa,Brighton,draw,home_win,False,SNIPER,3,0.545,0.2096,0.2454,2023/24,2024/25
2024-12-30,Ipswich,Chelsea,home_win,draw,False,SKIP,1,0.3252,0.3414,0.3334,2023/24,2024/25
2024-12-30,Man United,Newcastle,away_win,away_win,True,SKIP,2,0.3497,0.2772,0.3732,2023/24,2024/25
2025-01-01,Brentford,Arsenal,away_win,away_win,True,SNIPER,3,0.1323,0.1781,0.6897,2023/24,2024/25
2025-01-04,Tottenham,Newcastle,away_win,home_win,False,SKIP,2,0.3796,0.2694,0.351,2023/24,2024/25
2025-01-04,Aston Villa,Leicester,home_win,home_win,True,HOLD,3,0.4494,0.2445,0.3061,2023/24,2024/25
2025-01-04,Bournemouth,Everton,home_win,home_win,True,HOLD,3,0.3637,0.3316,0.3047,2023/24,2024/25
2025-01-04,Crystal Palace,Chelsea,draw,away_win,False,HOLD,3,0.3108,0.3286,0.3606,2023/24,2024/25
2025-01-04,Man City,West Ham,home_win,home_win,True,SNIPER,3,0.7647,0.1456,0.0897,2023/24,2024/25
2025-01-04,Southampton,Brentford,away_win,home_win,False,HOLD,3,0.4552,0.2445,0.3003,2023/24,2024/25
2025-01-04,Brighton,Arsenal,draw,away_win,False,SNIPER,3,0.1417,0.184,0.6743,2023/24,2024/25
2025-01-05,Liverpool,Man United,draw,home_win,False,SNIPER,3,0.6021,0.1991,0.1987,2023/24,2024/25
2025-01-05,Fulham,Ipswich,draw,home_win,False,HOLD,3,0.3601,0.3336,0.3063,2023/24,2024/25
2025-01-06,Wolves,Nott'm Forest,away_win,home_win,False,HOLD,3,0.4342,0.2324,0.3334,2023/24,2024/25
2025-01-14,Brentford,Man City,draw,away_win,False,SNIPER,3,0.1307,0.1754,0.6939,2023/24,2024/25
2025-01-14,Chelsea,Bournemouth,draw,home_win,False,SNIPER,3,0.5743,0.1982,0.2275,2023/24,2024/25
2025-01-14,West Ham,Fulham,home_win,home_win,True,SKIP,2,0.371,0.2868,0.3422,2023/24,2024/25
2025-01-14,Nott'm Forest,Liverpool,draw,away_win,False,SNIPER,3,0.176,0.1899,0.6341,2023/24,2024/25
2025-01-15,Everton,Aston Villa,away_win,away_win,True,SKIP,2,0.2957,0.2865,0.4178,2023/24,2024/25
2025-01-15,Leicester,Crystal Palace,away_win,home_win,False,HOLD,3,0.3635,0.3304,0.3061,2023/24,2024/25
2025-01-15,Newcastle,Wolves,home_win,home_win,True,SNIPER,3,0.5982,0.1909,0.2108,2023/24,2024/25
2025-01-15,Arsenal,Tottenham,home_win,home_win,True,SNIPER,3,0.6826,0.1785,0.1389,2023/24,2024/25
2025-01-16,Ipswich,Brighton,away_win,home_win,False,HOLD,3,0.4441,0.2445,0.3114,2023/24,2024/25
2025-01-16,Man United,Southampton,home_win,home_win,True,HOLD,3,0.4413,0.2445,0.3142,2023/24,2024/25
2025-01-18,West Ham,Crystal Palace,away_win,away_win,True,SKIP,2,0.3072,0.3192,0.3736,2023/24,2024/25
2025-01-18,Leicester,Fulham,away_win,home_win,False,HOLD,3,0.4354,0.2445,0.3201,2023/24,2024/25
2025-01-18,Arsenal,Aston Villa,draw,home_win,False,SNIPER,3,0.6741,0.1785,0.1474,2023/24,2024/25
2025-01-18,Newcastle,Bournemouth,away_win,home_win,False,HOLD,3,0.5672,0.1916,0.2413,2023/24,2024/25
2025-01-18,Brentford,Liverpool,away_win,away_win,True,SNIPER,3,0.1977,0.1958,0.6065,2023/24,2024/25
2025-01-19,Everton,Tottenham,home_win,away_win,False,SKIP,2,0.2858,0.3417,0.3725,2023/24,2024/25
2025-01-19,Man United,Brighton,away_win,home_win,False,SNIPER,3,0.491,0.2293,0.2797,2023/24,2024/25
2025-01-19,Nott'm Forest,Southampton,home_win,draw,False,SKIP,1,0.3254,0.3524,0.3222,2023/24,2024/25
2025-01-19,Ipswich,Man City,away_win,away_win,True,SKIP,2,0.3099,0.2445,0.4456,2023/24,2024/25
2025-01-20,Chelsea,Wolves,home_win,home_win,True,SNIPER,3,0.6032,0.1981,0.1987,2023/24,2024/25
2025-01-25,Man City,Chelsea,home_win,home_win,True,HOLD,3,0.6602,0.1743,0.1654,2023/24,2024/25
2025-01-25,Wolves,Arsenal,away_win,away_win,True,SNIPER,3,0.1271,0.1751,0.6977,2023/24,2024/25
2025-01-25,Southampton,Newcastle,away_win,home_win,False,HOLD,3,0.3517,0.3417,0.3066,2023/24,2024/25
2025-01-25,Brighton,Everton,away_win,draw,False,SKIP,1,0.3433,0.3552,0.3014,2023/24,2024/25
2025-01-25,Bournemouth,Nott'm Forest,home_win,home_win,True,HOLD,3,0.474,0.2258,0.3002,2023/24,2024/25
2025-01-25,Liverpool,Ipswich,home_win,home_win,True,SNIPER,3,0.4857,0.2445,0.2698,2023/24,2024/25
2025-01-26,Aston Villa,West Ham,draw,home_win,False,HOLD,3,0.565,0.1917,0.2433,2023/24,2024/25
2025-01-26,Crystal Palace,Brentford,away_win,home_win,False,SNIPER,3,0.5065,0.2218,0.2718,2023/24,2024/25
2025-01-26,Tottenham,Leicester,away_win,home_win,False,HOLD,3,0.4402,0.2445,0.3153,2023/24,2024/25
2025-01-26,Fulham,Man United,away_win,draw,False,SKIP,1,0.3136,0.3523,0.3341,2023/24,2024/25
2025-02-01,Wolves,Aston Villa,home_win,away_win,False,HOLD,3,0.2873,0.2167,0.4961,2023/24,2024/25
2025-02-01,Newcastle,Fulham,away_win,home_win,False,HOLD,3,0.5445,0.199,0.2564,2023/24,2024/25
2025-02-01,Ipswich,Southampton,away_win,home_win,False,HOLD,3,0.383,0.3145,0.3024,2023/24,2024/25
2025-02-01,Everton,Leicester,home_win,home_win,True,HOLD,3,0.3768,0.3181,0.3051,2023/24,2024/25
2025-02-01,Bournemouth,Liverpool,away_win,away_win,True,SNIPER,3,0.2143,0.1945,0.5913,2023/24,2024/25
2025-02-01,Nott'm Forest,Brighton,home_win,away_win,False,SKIP,2,0.3278,0.3333,0.339,2023/24,2024/25
2025-02-02,Brentford,Tottenham,away_win,away_win,True,HOLD,3,0.3145,0.2306,0.4549,2023/24,2024/25
2025-02-02,Man United,Crystal Palace,away_win,home_win,False,SKIP,2,0.3842,0.2983,0.3175,2023/24,2024/25
2025-02-02,Arsenal,Man City,home_win,home_win,True,HOLD,3,0.3756,0.3251,0.2993,2023/24,2024/25
2025-02-03,Chelsea,West Ham,home_win,home_win,True,SNIPER,3,0.5947,0.1862,0.2191,2023/24,2024/25
2025-02-12,Everton,Liverpool,draw,away_win,False,HOLD,3,0.2204,0.2208,0.5588,2023/24,2024/25
2025-02-14,Brighton,Chelsea,home_win,away_win,False,HOLD,3,0.2916,0.2099,0.4985,2023/24,2024/25
2025-02-15,Leicester,Arsenal,away_win,away_win,True,SKIP,2,0.3183,0.2445,0.4371,2023/24,2024/25
2025-02-15,Aston Villa,Ipswich,draw,home_win,False,HOLD,3,0.4494,0.2445,0.3061,2023/24,2024/25
2025-02-15,Fulham,Nott'm Forest,home_win,home_win,True,HOLD,3,0.4886,0.2264,0.285,2023/24,2024/25
2025-02-15,Man City,Newcastle,home_win,home_win,True,SNIPER,3,0.6716,0.177,0.1514,2023/24,2024/25
2025-02-15,Southampton,Bournemouth,away_win,home_win,False,HOLD,3,0.4347,0.2445,0.3207,2023/24,2024/25
2025-02-15,West Ham,Brentford,away_win,home_win,False,SKIP,2,0.4019,0.2841,0.3141,2023/24,2024/25
2025-02-15,Crystal Palace,Everton,away_win,home_win,False,HOLD,3,0.4671,0.2495,0.2834,2023/24,2024/25
2025-02-16,Tottenham,Man United,home_win,home_win,True,HOLD,3,0.46,0.2142,0.3258,2023/24,2024/25
2025-02-16,Liverpool,Wolves,home_win,home_win,True,SNIPER,3,0.6863,0.1823,0.1314,2023/24,2024/25
2025-02-19,Aston Villa,Liverpool,draw,away_win,False,HOLD,3,0.2841,0.2395,0.4764,2023/24,2024/25
2025-02-21,Leicester,Brentford,away_win,home_win,False,HOLD,3,0.4552,0.2445,0.3003,2023/24,2024/25
2025-02-22,Southampton,Brighton,away_win,home_win,False,HOLD,3,0.4441,0.2445,0.3114,2023/24,2024/25
2025-02-22,Everton,Man United,draw,draw,True,SKIP,1,0.2977,0.3609,0.3414,2023/24,2024/25
2025-02-22,Arsenal,West Ham,away_win,home_win,False,SNIPER,3,0.7604,0.1479,0.0916,2023/24,2024/25
2025-02-22,Bournemouth,Wolves,away_win,home_win,False,HOLD,3,0.4595,0.2282,0.3123,2023/24,2024/25
2025-02-22,Fulham,Crystal Palace,away_win,away_win,True,SKIP,2,0.3194,0.3378,0.3428,2023/24,2024/25
2025-02-22,Ipswich,Tottenham,away_win,home_win,False,HOLD,3,0.3509,0.3424,0.3066,2023/24,2024/25
2025-02-22,Aston Villa,Chelsea,home_win,home_win,True,HOLD,3,0.3613,0.302,0.3367,2023/24,2024/25
2025-02-23,Newcastle,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.6131,0.1877,0.1992,2023/24,2024/25
2025-02-23,Man City,Liverpool,away_win,home_win,False,SNIPER,3,0.532,0.2186,0.2493,2023/24,2024/25
2025-02-25,Brighton,Bournemouth,home_win,home_win,True,HOLD,3,0.3705,0.3121,0.3173,2023/24,2024/25
2025-02-25,Crystal Palace,Aston Villa,home_win,away_win,False,SKIP,2,0.3441,0.3098,0.3461,2023/24,2024/25
2025-02-25,Wolves,Fulham,away_win,away_win,True,SKIP,2,0.321,0.33,0.349,2023/24,2024/25
2025-02-25,Chelsea,Southampton,home_win,home_win,True,SNIPER,3,0.4675,0.2445,0.288,2023/24,2024/25
2025-02-26,Liverpool,Newcastle,home_win,home_win,True,SNIPER,3,0.571,0.195,0.234,2023/24,2024/25
2025-02-26,Tottenham,Man City,away_win,away_win,True,SNIPER,3,0.1996,0.1874,0.613,2023/24,2024/25
2025-02-26,Man United,Ipswich,home_win,home_win,True,HOLD,3,0.4413,0.2445,0.3142,2023/24,2024/25
2025-02-26,Brentford,Everton,draw,draw,True,SKIP,1,0.3294,0.3688,0.3017,2023/24,2024/25
2025-02-26,Nott'm Forest,Arsenal,draw,away_win,False,SNIPER,3,0.1182,0.1712,0.7106,2023/24,2024/25
2025-02-27,West Ham,Leicester,home_win,home_win,True,HOLD,3,0.3646,0.3294,0.306,2023/24,2024/25
2025-03-08,Nott'm Forest,Man City,home_win,away_win,False,SNIPER,3,0.1157,0.1684,0.7159,2023/24,2024/25
2025-03-08,Brighton,Fulham,home_win,home_win,True,SKIP,2,0.3554,0.3139,0.3306,2023/24,2024/25
2025-03-08,Crystal Palace,Ipswich,home_win,home_win,True,HOLD,3,0.4336,0.2445,0.3219,2023/24,2024/25
2025-03-08,Liverpool,Southampton,home_win,home_win,True,SNIPER,3,0.4857,0.2445,0.2698,2023/24,2024/25
2025-03-08,Brentford,Aston Villa,away_win,away_win,True,HOLD,3,0.3088,0.2115,0.4797,2023/24,2024/25
2025-03-08,Wolves,Everton,draw,draw,True,SKIP,1,0.3115,0.3726,0.3159,2023/24,2024/25
2025-03-09,Chelsea,Leicester,home_win,home_win,True,SNIPER,3,0.4675,0.2445,0.288,2023/24,2024/25
2025-03-09,Tottenham,Bournemouth,draw,home_win,False,HOLD,3,0.5303,0.2061,0.2636,2023/24,2024/25
2025-03-09,Man United,Arsenal,draw,away_win,False,SNIPER,3,0.1901,0.1927,0.6172,2023/24,2024/25
2025-03-10,West Ham,Newcastle,away_win,away_win,True,SKIP,2,0.2902,0.2354,0.4744,2023/24,2024/25
2025-03-15,Southampton,Wolves,away_win,home_win,False,HOLD,3,0.4531,0.2445,0.3023,2023/24,2024/25
2025-03-15,Bournemouth,Brentford,away_win,home_win,False,SKIP,2,0.4422,0.2236,0.3343,2023/24,2024/25
2025-03-15,Man City,Brighton,draw,home_win,False,SNIPER,3,0.7373,0.1684,0.0943,2023/24,2024/25
2025-03-15,Ipswich,Nott'm Forest,away_win,home_win,False,SNIPER,3,0.4621,0.2445,0.2933,2023/24,2024/25
2025-03-15,Everton,West Ham,draw,home_win,False,HOLD,3,0.3837,0.3104,0.3059,2023/24,2024/25
2025-03-16,Arsenal,Chelsea,home_win,home_win,True,HOLD,3,0.6577,0.1769,0.1654,2023/24,2024/25
2025-03-16,Fulham,Tottenham,home_win,away_win,False,SKIP,2,0.2973,0.3372,0.3655,2023/24,2024/25
2025-03-16,Leicester,Man United,away_win,home_win,False,HOLD,3,0.3489,0.3444,0.3067,2023/24,2024/25
2025-04-01,Arsenal,Fulham,home_win,home_win,True,HOLD,3,0.721,0.1748,0.1042,2023/24,2024/25
2025-04-01,Wolves,West Ham,home_win,home_win,True,SKIP,2,0.345,0.3225,0.3325,2023/24,2024/25
2025-04-01,Nott'm Forest,Man United,home_win,away_win,False,HOLD,3,0.3083,0.2302,0.4615,2023/24,2024/25
2025-04-02,Bournemouth,Ipswich,away_win,home_win,False,HOLD,3,0.3613,0.3325,0.3062,2023/24,2024/25
2025-04-02,Brighton,Aston Villa,away_win,away_win,True,HOLD,3,0.3069,0.2379,0.4552,2023/24,2024/25
2025-04-02,Man City,Leicester,home_win,home_win,True,SNIPER,3,0.5132,0.2445,0.2422,2023/24,2024/25
2025-04-02,Newcastle,Brentford,home_win,home_win,True,SNIPER,3,0.58,0.1927,0.2273,2023/24,2024/25
2025-04-02,Southampton,Crystal Palace,draw,home_win,False,HOLD,3,0.3635,0.3304,0.3061,2023/24,2024/25
2025-04-02,Liverpool,Everton,home_win,home_win,True,SNIPER,3,0.6261,0.2129,0.161,2023/24,2024/25
2025-04-03,Chelsea,Tottenham,home_win,home_win,True,HOLD,3,0.4842,0.2006,0.3152,2023/24,2024/25
2025-04-05,West Ham,Bournemouth,draw,home_win,False,SKIP,2,0.3878,0.2847,0.3275,2023/24,2024/25
2025-04-05,Aston Villa,Nott'm Forest,home_win,home_win,True,SNIPER,3,0.59,0.2009,0.2091,2023/24,2024/25
2025-04-05,Ipswich,Wolves,away_win,home_win,False,HOLD,3,0.4531,0.2445,0.3023,2023/24,2024/25
2025-04-05,Everton,Arsenal,draw,away_win,False,HOLD,3,0.1566,0.2062,0.6372,2023/24,2024/25
2025-04-05,Crystal Palace,Brighton,home_win,home_win,True,HOLD,3,0.4937,0.2277,0.2786,2023/24,2024/25
2025-04-06,Brentford,Chelsea,draw,away_win,False,SNIPER,3,0.284,0.205,0.511,2023/24,2024/25
2025-04-06,Fulham,Liverpool,home_win,away_win,False,SNIPER,3,0.2246,0.2031,0.5724,2023/24,2024/25
2025-04-06,Tottenham,Southampton,home_win,home_win,True,HOLD,3,0.4402,0.2445,0.3153,2023/24,2024/25
2025-04-06,Man United,Man City,draw,away_win,False,SNIPER,3,0.188,0.1895,0.6224,2023/24,2024/25
2025-04-07,Leicester,Newcastle,away_win,home_win,False,HOLD,3,0.3517,0.3417,0.3066,2023/24,2024/25
2025-04-12,Man City,Crystal Palace,home_win,home_win,True,HOLD,3,0.6884,0.1817,0.1298,2023/24,2024/25
2025-04-12,Brighton,Leicester,draw,draw,True,SKIP,1,0.3436,0.3496,0.3068,2023/24,2024/25
2025-04-12,Nott'm Forest,Everton,away_win,draw,False,SKIP,1,0.3013,0.3717,0.327,2023/24,2024/25
2025-04-12,Southampton,Aston Villa,away_win,draw,False,SKIP,1,0.3336,0.3596,0.3067,2023/24,2024/25
2025-04-12,Arsenal,Brentford,draw,home_win,False,SNIPER,3,0.7463,0.1655,0.0881,2023/24,2024/25
2025-04-13,Chelsea,Ipswich,draw,home_win,False,SNIPER,3,0.4675,0.2445,0.288,2023/24,2024/25
2025-04-13,Liverpool,West Ham,home_win,home_win,True,SNIPER,3,0.6865,0.1688,0.1447,2023/24,2024/25
2025-04-13,Wolves,Tottenham,home_win,away_win,False,HOLD,3,0.2926,0.2361,0.4713,2023/24,2024/25
2025-04-13,Newcastle,Man United,home_win,home_win,True,HOLD,3,0.4944,0.2024,0.3031,2023/24,2024/25
2025-04-14,Bournemouth,Fulham,home_win,home_win,True,SKIP,2,0.3718,0.2968,0.3314,2023/24,2024/25
2025-04-16,Newcastle,Crystal Palace,home_win,home_win,True,HOLD,3,0.4915,0.2041,0.3044,2023/24,2024/25
2025-04-19,Brentford,Brighton,home_win,home_win,True,HOLD,3,0.3674,0.3155,0.3171,2023/24,2024/25
2025-04-19,Crystal Palace,Bournemouth,draw,home_win,False,HOLD,3,0.4925,0.2215,0.286,2023/24,2024/25
2025-04-19,Everton,Man City,away_win,away_win,True,HOLD,3,0.1536,0.2013,0.6451,2023/24,2024/25
2025-04-19,West Ham,Southampton,draw,home_win,False,HOLD,3,0.3646,0.3294,0.306,2023/24,2024/25
2025-04-19,Aston Villa,Newcastle,home_win,home_win,True,SKIP,2,0.3934,0.2683,0.3383,2023/24,2024/25
2025-04-20,Fulham,Chelsea,away_win,away_win,True,HOLD,3,0.3135,0.2129,0.4736,2023/24,2024/25
2025-04-20,Ipswich,Arsenal,away_win,away_win,True,SKIP,2,0.3183,0.2445,0.4371,2023/24,2024/25
2025-04-20,Man United,Wolves,away_win,home_win,False,SNIPER,3,0.52,0.2259,0.2541,2023/24,2024/25
2025-04-20,Leicester,Liverpool,away_win,away_win,True,SKIP,2,0.3166,0.3145,0.3689,2023/24,2024/25
2025-04-21,Tottenham,Nott'm Forest,away_win,home_win,False,SNIPER,3,0.5761,0.2036,0.2203,2023/24,2024/25
2025-04-22,Man City,Aston Villa,home_win,home_win,True,SNIPER,3,0.6763,0.1758,0.1479,2023/24,2024/25
2025-04-23,Arsenal,Crystal Palace,draw,home_win,False,HOLD,3,0.6849,0.1854,0.1297,2023/24,2024/25
2025-04-26,Wolves,Leicester,home_win,draw,False,SKIP,1,0.3266,0.3669,0.3065,2023/24,2024/25
2025-04-26,Southampton,Fulham,away_win,home_win,False,HOLD,3,0.4354,0.2445,0.3201,2023/24,2024/25
2025-04-26,Brighton,West Ham,home_win,home_win,True,HOLD,3,0.3819,0.3047,0.3135,2023/24,2024/25
2025-04-26,Chelsea,Everton,home_win,home_win,True,SNIPER,3,0.5466,0.2232,0.2302,2023/24,2024/25
2025-04-26,Newcastle,Ipswich,home_win,home_win,True,HOLD,3,0.4398,0.2445,0.3157,2023/24,2024/25
2025-04-27,Bournemouth,Man United,draw,away_win,False,SKIP,2,0.3015,0.3479,0.3505,2023/24,2024/25
2025-04-27,Liverpool,Tottenham,home_win,home_win,True,SNIPER,3,0.5891,0.1956,0.2153,2023/24,2024/25
2025-05-01,Nott'm Forest,Brentford,away_win,home_win,False,SKIP,2,0.3503,0.3056,0.3441,2023/24,2024/25
2025-05-02,Man City,Wolves,home_win,home_win,True,SNIPER,3,0.7589,0.159,0.082,2023/24,2024/25
2025-05-03,Aston Villa,Fulham,home_win,home_win,True,HOLD,3,0.5238,0.2099,0.2663,2023/24,2024/25
2025-05-03,Everton,Ipswich,draw,home_win,False,HOLD,3,0.3768,0.3181,0.3051,2023/24,2024/25
2025-05-03,Leicester,Southampton,home_win,home_win,True,HOLD,3,0.383,0.3145,0.3024,2023/24,2024/25
2025-05-03,Arsenal,Bournemouth,away_win,home_win,False,SNIPER,3,0.739,0.1638,0.0972,2023/24,2024/25
2025-05-04,Chelsea,Liverpool,home_win,away_win,False,SKIP,2,0.3095,0.2369,0.4536,2023/24,2024/25
2025-05-04,Brentford,Man United,home_win,away_win,False,HOLD,3,0.3048,0.3126,0.3826,2023/24,2024/25
2025-05-04,Brighton,Newcastle,draw,away_win,False,HOLD,3,0.2915,0.2461,0.4625,2023/24,2024/25
2025-05-04,West Ham,Tottenham,draw,away_win,False,SKIP,2,0.3116,0.248,0.4403,2023/24,2024/25
2025-05-05,Crystal Palace,Nott'm Forest,draw,home_win,False,SNIPER,3,0.5375,0.2207,0.2417,2023/24,2024/25
2025-05-10,Fulham,Everton,away_win,home_win,False,HOLD,3,0.3737,0.3347,0.2917,2023/24,2024/25
2025-05-10,Ipswich,Brentford,away_win,home_win,False,HOLD,3,0.4552,0.2445,0.3003,2023/24,2024/25
2025-05-10,Southampton,Man City,draw,away_win,False,SKIP,2,0.3099,0.2445,0.4456,2023/24,2024/25
2025-05-10,Wolves,Brighton,away_win,home_win,False,SKIP,2,0.348,0.3178,0.3342,2023/24,2024/25
2025-05-10,Bournemouth,Aston Villa,away_win,away_win,True,HOLD,3,0.307,0.2496,0.4434,2023/24,2024/25
2025-05-11,Newcastle,Chelsea,home_win,home_win,True,HOLD,3,0.3698,0.3133,0.3168,2023/24,2024/25
2025-05-11,Man United,West Ham,away_win,home_win,False,HOLD,3,0.5062,0.2119,0.2819,2023/24,2024/25
