date,home_team,away_team,actual,predicted,correct,tier,consensus,h_prob,d_prob,a_prob,train_season,test_season
2025-05-11,Nott'm Forest,Leicester,draw,draw,True,SKIP,1,0.3254,0.3524,0.3222,2023/24,2024/25
2025-05-11,Tottenham,Crystal Palace,away_win,home_win,False,HOLD,3,0.4578,0.2151,0.3272,2023/24,2024/25
2025-05-11,Liverpool,Arsenal,draw,away_win,False,SKIP,2,0.2864,0.2822,0.4314,2023/24,2024/25
2025-05-16,Aston Villa,Tottenham,home_win,home_win,True,HOLD,3,0.4544,0.2043,0.3413,2023/24,2024/25
2025-05-16,Chelsea,Man United,home_win,home_win,True,HOLD,3,0.5059,0.2076,0.2865,2023/24,2024/25
2025-05-18,Leicester,Ipswich,home_win,home_win,True,HOLD,3,0.383,0.3145,0.3024,2023/24,2024/25
2025-05-18,Brentford,Fulham,away_win,home_win,False,SKIP,2,0.3397,0.3289,0.3314,2023/24,2024/25
2025-05-18,Arsenal,Newcastle,home_win,home_win,True,SNIPER,3,0.6715,0.1795,0.149,2023/24,2024/25
2025-05-18,Everton,Southampton,home_win,home_win,True,HOLD,3,0.3768,0.3181,0.3051,2023/24,2024/25
2025-05-18,West Ham,Nott'm Forest,away_win,home_win,False,HOLD,3,0.4747,0.2166,0.3087,2023/24,2024/25
2025-05-19,Brighton,Liverpool,home_win,away_win,False,SNIPER,3,0.2073,0.2011,0.5915,2023/24,2024/25
2025-05-20,Man City,Bournemouth,home_win,home_win,True,SNIPER,3,0.7434,0.1606,0.0959,2023/24,2024/25
2025-05-20,Crystal Palace,Wolves,home_win,home_win,True,SNIPER,3,0.5232,0.2237,0.2531,2023/24,2024/25
2025-05-25,Nott'm Forest,Chelsea,away_win,away_win,True,SNIPER,3,0.252,0.2028,0.5452,2023/24,2024/25
2025-05-25,Newcastle,Everton,away_win,home_win,False,HOLD,3,0.5365,0.2164,0.2471,2023/24,2024/25
2025-05-25,Southampton,Arsenal,away_win,away_win,True,SKIP,2,0.3183,0.2445,0.4371,2023/24,2024/25
2025-05-25,Man United,Aston Villa,home_win,away_win,False,SKIP,2,0.35,0.2956,0.3543,2023/24,2024/25
2025-05-25,Tottenham,Brighton,away_win,home_win,False,HOLD,3,0.5304,0.2121,0.2575,2023/24,2024/25
2025-05-25,Ipswich,West Ham,away_win,home_win,False,HOLD,3,0.433,0.2445,0.3224,2023/24,2024/25
2025-05-25,Fulham,Man City,away_win,away_win,True,SNIPER,3,0.1522,0.1836,0.6642,2023/24,2024/25
2025-05-25,Bournemouth,Leicester,home_win,home_win,True,HOLD,3,0.3613,0.3325,0.3062,2023/24,2024/25
2025-05-25,Liverpool,Crystal Palace,draw,home_win,False,HOLD,3,0.599,0.2022,0.1988,2023/24,2024/25
2025-05-25,Wolves,Brentford,draw,home_win,False,SKIP,2,0.3667,0.2985,0.3348,2023/24,2024/25
