date,home,away,actual,predicted,correct,tier,h_prob,d_prob,a_prob,brier,elo_gap
2023-11-04,Union Berlin,Ein Frankfurt,away_win,home_win,False,HOLD,0.5218,0.2752,0.203,0.9833,-41.1
2023-11-04,Dortmund,Bayern Munich,away_win,home_win,False,SKIP,0.4335,0.232,0.3345,0.6847,3.9
2023-11-05,Wolfsburg,Werder Bremen,draw,home_win,False,SNIPER,0.6328,0.2113,0.1558,1.0467,61.1
2023-11-10,M'gladbach,Wolfsburg,home_win,home_win,True,SKIP,0.3996,0.2719,0.3284,0.5423,-29.9
2023-11-11,Stuttgart,Dortmund,home_win,away_win,False,SNIPER,0.2115,0.235,0.5535,0.9832,-140.6
2023-11-11,Augsburg,Hoffenheim,draw,home_win,False,SKIP,0.4066,0.2862,0.3072,0.7693,-52.1
2023-11-11,Bochum,FC Koln,draw,away_win,False,SKIP,0.3281,0.2749,0.397,0.7909,4.8
2023-11-12,Leverkusen,Union Berlin,home_win,home_win,True,SKIP,0.4029,0.3049,0.2922,0.535,168.6
2023-11-12,Werder Bremen,Ein Frankfurt,draw,home_win,False,SKIP,0.3807,0.2569,0.3624,0.8285,-106.4
2023-11-12,RB Leipzig,Freiburg,home_win,home_win,True,SNIPER,0.5513,0.2662,0.1826,0.3056,87.4
2023-11-24,FC Koln,Bayern Munich,away_win,away_win,True,SNIPER,0.192,0.2233,0.5847,0.2592,-273.4
2023-11-25,Union Berlin,Augsburg,draw,home_win,False,HOLD,0.6505,0.2354,0.1141,1.0207,21.9
2023-11-25,Werder Bremen,Leverkusen,away_win,away_win,True,SKIP,0.3652,0.2625,0.3723,0.5963,-205.6
2023-11-25,Dortmund,M'gladbach,home_win,home_win,True,SNIPER,0.7459,0.1567,0.0974,0.0986,176.5
2023-11-25,Wolfsburg,RB Leipzig,home_win,home_win,True,SKIP,0.3875,0.2824,0.3301,0.5638,-163.2
2023-11-25,Ein Frankfurt,Stuttgart,away_win,home_win,False,HOLD,0.5957,0.2339,0.1704,1.0979,-8.6
2023-11-26,Hoffenheim,Mainz,draw,home_win,False,SKIP,0.4231,0.2715,0.3054,0.8029,44.3
2023-12-02,Bochum,Wolfsburg,home_win,away_win,False,SKIP,0.247,0.2604,0.4926,0.8776,-64.7
2023-12-02,M'gladbach,Hoffenheim,home_win,home_win,True,HOLD,0.5207,0.255,0.2243,0.3451,-21.6
2023-12-02,Stuttgart,Werder Bremen,home_win,home_win,True,SKIP,0.4783,0.2604,0.2613,0.4083,137.1
2023-12-03,Augsburg,Ein Frankfurt,home_win,away_win,False,SKIP,0.3224,0.2773,0.4003,0.6962,-79.2
2023-12-03,Mainz,Freiburg,away_win,home_win,False,SKIP,0.415,0.2876,0.2974,0.7487,-76.6
2023-12-03,Leverkusen,Dortmund,draw,away_win,False,SKIP,0.3258,0.2506,0.4236,0.8472,-2.2
