date,home_team,away_team,actual,predicted,correct,tier,consensus,h_prob,d_prob,a_prob,brier,elo_home,elo_away,elo_gap
2024-02-16,FC Koln,Werder Bremen,away_win,draw,False,SKIP,0,0.3204,0.3822,0.2974,0.7424,1432.0,1471.0,-39.0
2024-02-17,Hoffenheim,Union Berlin,away_win,draw,False,SKIP,0,0.3395,0.3631,0.2975,0.7406,1457.6,1475.4,-17.8
2024-02-17,Darmstadt,Stuttgart,away_win,away_win,True,SKIP,0,0.3089,0.2636,0.4275,0.4927,1384.5,1566.7,-182.2
2024-02-17,Heidenheim,Leverkusen,away_win,away_win,True,SKIP,0,0.3052,0.2636,0.4312,0.4862,1510.6,1701.2,-190.5
2024-02-17,Wolfsburg,Dortmund,draw,away_win,False,SKIP,0,0.3062,0.2636,0.4302,0.8211,1450.2,1638.5,-188.3
2024-02-17,RB Leipzig,M'gladbach,home_win,home_win,True,SNIPER,0,0.4673,0.2636,0.2691,0.4257,1589.7,1451.8,137.9
2024-02-17,Mainz,Augsburg,home_win,draw,False,SKIP,0,0.3155,0.3795,0.305,0.7056,1393.8,1447.8,-54.0
2024-02-18,Freiburg,Ein Frankfurt,draw,draw,True,SKIP,0,0.3214,0.3812,0.2974,0.5747,1497.8,1535.7,-37.9
2024-02-18,Bochum,Bayern Munich,home_win,away_win,False,SKIP,0,0.2909,0.2636,0.4455,0.7708,1462.2,1686.0,-223.8
2024-02-23,Leverkusen,Mainz,home_win,home_win,True,SNIPER,0,0.5184,0.2636,0.218,0.3489,1711.0,1410.0,301.0
2024-02-24,M'gladbach,Bochum,home_win,draw,False,SKIP,0,0.3179,0.3848,0.2973,0.7017,1443.7,1485.6,-41.9
2024-02-24,Stuttgart,FC Koln,draw,home_win,False,HOLD,0,0.4765,0.2636,0.2599,0.8369,1576.9,1415.5,161.4
2024-02-24,Union Berlin,Heidenheim,draw,draw,True,SKIP,0,0.3487,0.3542,0.2971,0.6269,1492.9,1500.8,-7.9
2024-02-24,Werder Bremen,Darmstadt,draw,home_win,False,HOLD,0,0.4569,0.2636,0.2795,0.8292,1487.6,1374.3,113.3
2024-02-24,Bayern Munich,RB Leipzig,home_win,home_win,True,HOLD,0,0.4347,0.2636,0.3017,0.4801,1662.6,1597.8,64.8
2024-02-25,Ein Frankfurt,Wolfsburg,draw,home_win,False,HOLD,0,0.4419,0.2636,0.2945,0.8243,1536.3,1456.3,80.0
2024-02-25,Dortmund,Hoffenheim,away_win,home_win,False,SNIPER,0,0.4877,0.2636,0.2487,0.8718,1632.5,1440.1,192.3
2024-02-25,Augsburg,Freiburg,home_win,draw,False,SKIP,0,0.3156,0.369,0.3154,0.704,1431.6,1497.3,-65.6
2024-03-01,Freiburg,Bayern Munich,draw,away_win,False,SKIP,0,0.3041,0.2636,0.4323,0.8216,1480.5,1673.5,-193.0
2024-03-02,Heidenheim,Ein Frankfurt,away_win,draw,False,SKIP,0,0.3303,0.3722,0.2975,0.7411,1502.7,1530.5,-27.8
2024-03-02,Bochum,RB Leipzig,away_win,away_win,True,SKIP,0,0.3082,0.3336,0.3582,0.6182,1470.0,1586.9,-116.9
2024-03-02,Darmstadt,Augsburg,away_win,draw,False,SKIP,0,0.3156,0.3677,0.3167,0.7017,1381.3,1448.3,-67.1
2024-03-02,Wolfsburg,Stuttgart,away_win,away_win,True,SKIP,0,0.3132,0.3336,0.3532,0.6277,1462.0,1568.2,-106.2
2024-03-02,Mainz,M'gladbach,draw,draw,True,SKIP,0,0.3155,0.3803,0.3042,0.5761,1406.3,1459.3,-53.1
2024-03-02,Union Berlin,Dortmund,away_win,away_win,True,SKIP,0,0.3087,0.3336,0.3577,0.6191,1490.9,1606.8,-115.9
2024-03-03,FC Koln,Leverkusen,away_win,away_win,True,SKIP,0,0.266,0.2636,0.4704,0.4207,1424.2,1714.8,-290.6
2024-03-03,Hoffenheim,Werder Bremen,home_win,draw,False,SKIP,0,0.3423,0.3604,0.2974,0.6509,1465.8,1480.5,-14.8
2024-03-08,Stuttgart,Union Berlin,home_win,home_win,True,HOLD,0,0.4527,0.2636,0.2837,0.4495,1581.6,1477.9,103.7
2024-03-09,Augsburg,Heidenheim,home_win,draw,False,SKIP,0,0.3355,0.367,0.2975,0.6648,1463.6,1485.7,-22.1
2024-03-09,Bayern Munich,Mainz,home_win,home_win,True,SNIPER,0,0.5086,0.2636,0.2278,0.3629,1667.3,1406.4,260.9
2024-03-09,M'gladbach,FC Koln,draw,home_win,False,HOLD,0,0.4232,0.2636,0.3132,0.8195,1459.2,1417.8,41.4
2024-03-09,RB Leipzig,Darmstadt,home_win,home_win,True,SNIPER,0,0.501,0.2636,0.2354,0.3739,1599.9,1366.1,233.8
2024-03-09,Werder Bremen,Dortmund,away_win,away_win,True,SKIP,0,0.2917,0.3336,0.3747,0.5874,1466.2,1619.8,-153.7
2024-03-10,Bochum,Freiburg,away_win,draw,False,SKIP,0,0.3286,0.3739,0.2975,0.7413,1457.0,1486.8,-29.7
2024-03-10,Ein Frankfurt,Hoffenheim,home_win,home_win,True,HOLD,0,0.4359,0.2636,0.3005,0.478,1547.6,1480.2,67.4
2024-03-10,Leverkusen,Wolfsburg,home_win,home_win,True,SNIPER,0,0.5117,0.2636,0.2247,0.3584,1721.2,1448.6,272.6
2024-03-15,FC Koln,RB Leipzig,away_win,away_win,True,SKIP,0,0.3085,0.2636,0.4279,0.492,1421.9,1605.1,-183.2
2024-03-16,Darmstadt,Bayern Munich,away_win,away_win,True,SKIP,0,0.2593,0.2636,0.4771,0.4101,1360.8,1671.8,-311.0
2024-03-16,Heidenheim,M'gladbach,draw,home_win,False,HOLD,0,0.3712,0.3336,0.2952,0.669,1471.0,1455.1,15.9
2024-03-16,Mainz,Bochum,home_win,draw,False,SKIP,0,0.321,0.3816,0.2974,0.6951,1401.8,1440.1,-38.3
2024-03-16,Union Berlin,Werder Bremen,home_win,home_win,True,HOLD,0,0.3696,0.3347,0.2957,0.5969,1468.6,1454.8,13.8
2024-03-16,Wolfsburg,Augsburg,away_win,draw,False,SKIP,0,0.3248,0.3777,0.2975,0.7417,1444.2,1478.3,-34.0
2024-03-16,Hoffenheim,Stuttgart,away_win,away_win,True,SKIP,0,0.306,0.3336,0.3604,0.614,1469.4,1591.0,-121.6
2024-03-17,Freiburg,Leverkusen,away_win,away_win,True,SKIP,0,0.2917,0.2636,0.4447,0.4629,1503.7,1725.5,-221.8
2024-03-17,Dortmund,Ein Frankfurt,home_win,home_win,True,HOLD,0,0.4385,0.2636,0.2979,0.4735,1631.2,1558.4,72.8
2024-03-30,Ein Frankfurt,Union Berlin,draw,home_win,False,HOLD,0,0.4353,0.2636,0.3011,0.8224,1547.8,1481.7,66.1
2024-03-30,Leverkusen,Hoffenheim,home_win,home_win,True,SNIPER,0,0.5129,0.2636,0.2235,0.3567,1734.2,1456.6,277.5
2024-03-30,M'gladbach,Freiburg,away_win,draw,False,SKIP,0,0.3222,0.3804,0.2975,0.742,1458.1,1495.0,-37.0
2024-03-30,RB Leipzig,Mainz,draw,home_win,False,SNIPER,0,0.4897,0.2636,0.2467,0.843,1615.2,1417.3,198.0
2024-03-30,Werder Bremen,Wolfsburg,away_win,home_win,False,HOLD,0,0.37,0.3343,0.2956,0.7448,1441.7,1427.5,14.2
2024-03-30,Bayern Munich,Dortmund,away_win,home_win,False,HOLD,0,0.4204,0.2636,0.316,0.7141,1677.7,1641.8,35.9
2024-03-31,Augsburg,FC Koln,draw,home_win,False,HOLD,0,0.4434,0.2636,0.293,0.8247,1495.0,1411.8,83.2
2024-03-31,Stuttgart,Heidenheim,draw,home_win,False,HOLD,0,0.4664,0.2636,0.27,0.8327,1603.7,1468.0,135.8
2024-03-31,Bochum,Darmstadt,draw,home_win,False,HOLD,0,0.437,0.2636,0.2994,0.8229,1424.6,1355.0,69.6
2024-04-05,Ein Frankfurt,Werder Bremen,draw,home_win,False,SNIPER,0,0.4597,0.2636,0.2767,0.8302,1542.6,1422.8,119.9
2024-04-06,Heidenheim,Bayern Munich,home_win,away_win,False,SKIP,0,0.309,0.2636,0.4274,0.7296,1475.8,1657.8,-182.0
2024-04-06,Freiburg,RB Leipzig,away_win,draw,False,SKIP,0,0.3146,0.3437,0.3417,0.6505,1511.6,1605.4,-93.8
2024-04-06,FC Koln,Bochum,home_win,home_win,True,HOLD,0,0.3546,0.3486,0.2968,0.6262,1417.6,1419.3,-1.7
2024-04-06,Mainz,Darmstadt,home_win,home_win,True,HOLD,0,0.4356,0.2636,0.3008,0.4785,1427.1,1360.3,66.8
2024-04-06,Dortmund,Stuttgart,away_win,home_win,False,HOLD,0,0.4351,0.2636,0.3013,0.747,1661.6,1595.9,65.7
2024-04-06,Union Berlin,Leverkusen,away_win,away_win,True,SKIP,0,0.2799,0.2636,0.4565,0.4432,1486.8,1738.4,-251.5
2024-04-07,Hoffenheim,Augsburg,home_win,draw,False,SKIP,0,0.3224,0.3802,0.2974,0.6921,1452.4,1489.2,-36.7
2024-04-07,Wolfsburg,M'gladbach,away_win,home_win,False,HOLD,0,0.361,0.3426,0.2964,0.7427,1446.4,1441.5,5.0
2024-04-12,Augsburg,Union Berlin,home_win,draw,False,SKIP,0,0.351,0.352,0.297,0.6333,1473.8,1479.2,-5.4
2024-04-13,Mainz,Hoffenheim,home_win,draw,False,SKIP,0,0.3285,0.374,0.2975,0.6793,1437.9,1467.8,-29.9
2024-04-13,Bochum,Heidenheim,draw,draw,True,SKIP,0,0.3147,0.3453,0.34,0.6433,1405.6,1497.6,-92.0
2024-04-13,Bayern Munich,FC Koln,home_win,home_win,True,HOLD,0,0.4919,0.2636,0.2445,0.3874,1636.0,1431.4,204.6
2024-04-13,M'gladbach,Dortmund,away_win,away_win,True,SKIP,0,0.3097,0.2636,0.4267,0.4941,1460.0,1640.5,-180.5
2024-04-13,Stuttgart,Ein Frankfurt,home_win,home_win,True,HOLD,0,0.4427,0.2636,0.2937,0.4663,1617.1,1535.4,81.7
2024-04-13,RB Leipzig,Wolfsburg,home_win,home_win,True,SNIPER,0,0.4874,0.2636,0.249,0.3942,1619.4,1427.9,191.5
2024-04-14,Darmstadt,Freiburg,away_win,away_win,True,SKIP,0,0.2941,0.3336,0.3723,0.5918,1349.5,1497.6,-148.1
2024-04-14,Leverkusen,Werder Bremen,home_win,home_win,True,SNIPER,0,0.5217,0.2636,0.2147,0.3444,1746.0,1430.0,316.0
2024-04-19,Ein Frankfurt,Augsburg,home_win,home_win,True,HOLD,0,0.4212,0.2636,0.3152,0.5038,1525.2,1487.7,37.4
2024-04-20,Wolfsburg,Bochum,home_win,home_win,True,HOLD,0,0.3699,0.3345,0.2957,0.5964,1421.5,1407.5,14.1
2024-04-20,Union Berlin,Bayern Munich,away_win,away_win,True,SKIP,0,0.3115,0.2636,0.4249,0.4973,1465.3,1642.0,-176.7
2024-04-20,FC Koln,Darmstadt,away_win,home_win,False,HOLD,0,0.4454,0.2636,0.291,0.7705,1425.4,1337.9,87.5
2024-04-20,Heidenheim,RB Leipzig,away_win,away_win,True,SKIP,0,0.3022,0.3336,0.3642,0.6069,1495.7,1625.8,-130.1
2024-04-20,Hoffenheim,M'gladbach,home_win,home_win,True,HOLD,0,0.3591,0.3444,0.2965,0.6173,1452.7,1449.7,3.0
2024-04-21,Dortmund,Leverkusen,draw,away_win,False,SKIP,0,0.3143,0.3392,0.3465,0.6555,1650.8,1749.5,-98.7
2024-04-21,Freiburg,Mainz,draw,home_win,False,HOLD,0,0.4305,0.2636,0.3059,0.8212,1509.2,1453.0,56.2
2024-04-21,Werder Bremen,Stuttgart,home_win,away_win,False,SKIP,0,0.3007,0.2636,0.4357,0.7483,1426.6,1627.3,-200.7
2024-04-26,Bochum,Hoffenheim,home_win,draw,False,SKIP,0,0.3155,0.3634,0.3211,0.7037,1394.4,1466.3,-71.9
2024-04-27,Augsburg,Werder Bremen,away_win,home_win,False,HOLD,0,0.3762,0.3336,0.2902,0.7566,1475.7,1449.1,26.6
2024-04-27,Bayern Munich,Ein Frankfurt,home_win,home_win,True,SNIPER,0,0.4577,0.2636,0.2787,0.4412,1652.4,1537.2,115.2
2024-04-27,Freiburg,Wolfsburg,away_win,home_win,False,HOLD,0,0.4371,0.2636,0.2993,0.7515,1504.5,1434.6,69.9
2024-04-27,RB Leipzig,Dortmund,home_win,draw,False,SKIP,0,0.3422,0.3604,0.2974,0.651,1638.2,1653.0,-14.8
2024-04-27,Leverkusen,Stuttgart,draw,home_win,False,SNIPER,0,0.4692,0.2636,0.2672,0.8338,1747.3,1604.7,142.5
2024-04-28,M'gladbach,Union Berlin,draw,draw,True,SKIP,0,0.3386,0.3639,0.2975,0.6078,1436.1,1454.8,-18.7
2024-04-28,Mainz,FC Koln,draw,home_win,False,HOLD,0,0.4296,0.2636,0.3068,0.821,1457.7,1403.4,54.3
2024-04-28,Darmstadt,Heidenheim,away_win,away_win,True,SKIP,0,0.3053,0.3336,0.3611,0.6127,1359.9,1483.3,-123.4
2024-05-03,Hoffenheim,RB Leipzig,draw,away_win,False,SKIP,0,0.2996,0.2636,0.4368,0.8228,1449.3,1652.6,-203.3
2024-05-04,Dortmund,Augsburg,home_win,home_win,True,SNIPER,0,0.4843,0.2636,0.2521,0.399,1638.6,1456.2,182.4
2024-05-04,FC Koln,Freiburg,draw,draw,True,SKIP,0,0.3154,0.3605,0.324,0.6134,1408.1,1483.2,-75.1
2024-05-04,Stuttgart,Bayern Munich,home_win,draw,False,SKIP,0,0.3153,0.3844,0.3002,0.7067,1612.8,1661.3,-48.5
2024-05-04,Wolfsburg,Darmstadt,home_win,home_win,True,SNIPER,0,0.4549,0.2636,0.2815,0.4459,1455.9,1347.2,108.7
2024-05-04,Werder Bremen,M'gladbach,draw,home_win,False,HOLD,0,0.4194,0.2636,0.317,0.8187,1468.6,1434.7,33.9
2024-05-05,Heidenheim,Mainz,draw,home_win,False,HOLD,0,0.424,0.2636,0.3124,0.8197,1496.0,1453.1,42.9
2024-05-05,Union Berlin,Bochum,away_win,home_win,False,HOLD,0,0.4249,0.2636,0.3115,0.7241,1456.3,1411.4,44.9
2024-05-05,Ein Frankfurt,Leverkusen,away_win,away_win,True,SKIP,0,0.2963,0.2636,0.4401,0.4708,1528.3,1739.2,-210.9
2024-05-10,Augsburg,Stuttgart,away_win,away_win,True,SKIP,0,0.3103,0.2636,0.4261,0.4951,1449.5,1628.7,-179.2
2024-05-11,FC Koln,Union Berlin,home_win,draw,False,SKIP,0,0.3312,0.3712,0.2976,0.6736,1409.2,1436.0,-26.8
2024-05-11,Freiburg,Heidenheim,draw,draw,True,SKIP,0,0.3469,0.3559,0.2972,0.6235,1482.0,1491.8,-9.8
2024-05-11,M'gladbach,Ein Frankfurt,draw,draw,True,SKIP,0,0.3153,0.3554,0.3293,0.6234,1438.5,1519.2,-80.7
2024-05-11,RB Leipzig,Werder Bremen,draw,home_win,False,SNIPER,0,0.4838,0.2636,0.2526,0.8402,1645.9,1464.8,181.2
2024-05-11,Mainz,Dortmund,home_win,away_win,False,SKIP,0,0.3063,0.2636,0.4301,0.7357,1457.2,1645.3,-188.0
2024-05-12,Darmstadt,Hoffenheim,away_win,away_win,True,SKIP,0,0.3078,0.3336,0.3586,0.6174,1338.1,1455.9,-117.8
2024-05-12,Bayern Munich,Wolfsburg,home_win,home_win,True,SNIPER,0,0.4835,0.2636,0.2529,0.4002,1645.4,1465.1,180.3
2024-05-12,Bochum,Leverkusen,away_win,away_win,True,SKIP,0,0.2576,0.2636,0.4788,0.4075,1431.7,1748.3,-316.6
2024-05-18,Ein Frankfurt,RB Leipzig,draw,away_win,False,SKIP,0,0.3073,0.3336,0.3591,0.6675,1517.8,1636.6,-118.8
2024-05-18,Dortmund,Darmstadt,home_win,home_win,True,SNIPER,0,0.5178,0.2636,0.2186,0.3498,1623.2,1325.2,298.0
2024-05-18,Heidenheim,FC Koln,home_win,home_win,True,HOLD,0,0.4369,0.2636,0.2995,0.4763,1493.6,1424.1,69.5
2024-05-18,Hoffenheim,Bayern Munich,home_win,away_win,False,SKIP,0,0.3084,0.2636,0.428,0.731,1468.8,1652.1,-183.3
2024-05-18,Leverkusen,Augsburg,home_win,home_win,True,SNIPER,0,0.5214,0.2636,0.215,0.3448,1754.0,1439.2,314.7
2024-05-18,Union Berlin,Freiburg,home_win,draw,False,SKIP,0,0.3156,0.3749,0.3095,0.7047,1421.1,1480.2,-59.1
2024-05-18,Stuttgart,M'gladbach,home_win,home_win,True,HOLD,0,0.4901,0.2636,0.2463,0.3901,1639.0,1439.9,199.1
2024-05-18,Werder Bremen,Bochum,home_win,home_win,True,HOLD,0,0.4265,0.2636,0.3099,0.4944,1474.1,1426.0,48.1
2024-05-18,Wolfsburg,Mainz,away_win,draw,False,SKIP,0,0.3366,0.3659,0.2975,0.7407,1458.4,1479.3,-20.9
